Feedback ID,Analysis Score,Feedback Text Preview
1,4019793333.06,Battery life could be better but overall good. (Feedback #1)
2,1535427396.77,Too expensive for what you get. (Feedback #2)
3,2484370780.8,Shipping was slow but product is decent. (Feedback #3)
4,1535427490.87,"Poor customer service, would not recommend. (Feedback #4)"
5,1535427399.22,Too expensive for what you get. (Feedback #5)
6,1535427451.46,"Broke after one week, very disappointed. (Feedback #6)"
7,1535427450.12,"Amazing features, exactly what I needed. (Feedback #7)"
8,4019793330.33,Battery life could be better but overall good. (Feedback #8)
9,1535427399.6,Too expensive for what you get. (Feedback #9)
10,1535427476.28,Perfect for beginners and experts alike. (Feedback #10)
11,1535427477.15,Perfect for beginners and experts alike. (Feedback #11)
12,4019793335.9,Battery life could be better but overall good. (Feedback #12)
13,2484370786.99,Shipping was slow but product is decent. (Feedback #13)
14,1535427453.77,"Broke after one week, very disappointed. (Feedback #14)"
15,1535427497.98,"Poor customer service, would not recommend. (Feedback #15)"
16,2484370806.43,"Excellent value for money, will buy again. (Feedback #16)"
17,4019793340.69,Battery life could be better but overall good. (Feedback #17)
18,1535427455.03,"Amazing features, exactly what I needed. (Feedback #18)"
19,2484370848.18,Great product! Very satisfied with the quality. (Feedback #19)
20,1535427448.31,"Broke after one week, very disappointed. (Feedback #20)"
21,4019793335.94,Battery life could be better but overall good. (Feedback #21)
22,1535427449.48,"Amazing features, exactly what I needed. (Feedback #22)"
23,4019793334.93,Battery life could be better but overall good. (Feedback #23)
24,1535427450.1,"Broke after one week, very disappointed. (Feedback #24)"
25,1535427410.47,Too expensive for what you get. (Feedback #25)
26,2484370846.38,Great product! Very satisfied with the quality. (Feedback #26)
27,4019793309.32,User interface is intuitive and easy to use. (Feedback #27)
28,4019793306.68,User interface is intuitive and easy to use. (Feedback #28)
29,2484370781.42,Shipping was slow but product is decent. (Feedback #29)
30,2484370787.1,Shipping was slow but product is decent. (Feedback #30)
31,1535427457.43,"Amazing features, exactly what I needed. (Feedback #31)"
32,2484370800.62,"Excellent value for money, will buy again. (Feedback #32)"
33,2484370847.53,Great product! Very satisfied with the quality. (Feedback #33)
34,1535427478.24,Perfect for beginners and experts alike. (Feedback #34)
35,1535427454.69,"Amazing features, exactly what I needed. (Feedback #35)"
36,4019793337.32,Battery life could be better but overall good. (Feedback #36)
37,4019793339.77,Battery life could be better but overall good. (Feedback #37)
38,4019793337.07,Battery life could be better but overall good. (Feedback #38)
39,2484370802.98,"Excellent value for money, will buy again. (Feedback #39)"
40,2484370789.16,Shipping was slow but product is decent. (Feedback #40)
41,4019793341.51,Battery life could be better but overall good. (Feedback #41)
42,2484370785.74,Shipping was slow but product is decent. (Feedback #42)
43,1535427416.86,Too expensive for what you get. (Feedback #43)
44,1535427460.32,"Amazing features, exactly what I needed. (Feedback #44)"
45,4019793338.42,Battery life could be better but overall good. (Feedback #45)
46,1535427477.29,Perfect for beginners and experts alike. (Feedback #46)
47,1535427418.66,Too expensive for what you get. (Feedback #47)
48,4019793339.03,Battery life could be better but overall good. (Feedback #48)
49,1535427452.56,"Broke after one week, very disappointed. (Feedback #49)"
50,1535427454.49,"Amazing features, exactly what I needed. (Feedback #50)"
51,2484370785.86,Shipping was slow but product is decent. (Feedback #51)
52,2484370781.52,Shipping was slow but product is decent. (Feedback #52)
53,1535427450.11,"Broke after one week, very disappointed. (Feedback #53)"
54,1535427500.26,"Poor customer service, would not recommend. (Feedback #54)"
55,1535427448.22,"Broke after one week, very disappointed. (Feedback #55)"
56,4019793335.22,Battery life could be better but overall good. (Feedback #56)
57,2484370803.02,"Excellent value for money, will buy again. (Feedback #57)"
58,2484370847.14,Great product! Very satisfied with the quality. (Feedback #58)
59,1535427472.82,Perfect for beginners and experts alike. (Feedback #59)
60,1535427415.06,Too expensive for what you get. (Feedback #60)
61,2484370805.37,"Excellent value for money, will buy again. (Feedback #61)"
62,2484370845.81,Great product! Very satisfied with the quality. (Feedback #62)
63,1535427474.54,Perfect for beginners and experts alike. (Feedback #63)
64,4019793339.2,Battery life could be better but overall good. (Feedback #64)
65,1535427496.31,"Poor customer service, would not recommend. (Feedback #65)"
66,2484370848.75,Great product! Very satisfied with the quality. (Feedback #66)
67,2484370852.16,Great product! Very satisfied with the quality. (Feedback #67)
68,1535427448.87,"Broke after one week, very disappointed. (Feedback #68)"
69,2484370845.86,Great product! Very satisfied with the quality. (Feedback #69)
70,1535427452.15,"Broke after one week, very disappointed. (Feedback #70)"
71,2484370788.11,Shipping was slow but product is decent. (Feedback #71)
72,2484370804.77,"Excellent value for money, will buy again. (Feedback #72)"
73,1535427476.47,Perfect for beginners and experts alike. (Feedback #73)
74,1535427453.94,"Broke after one week, very disappointed. (Feedback #74)"
75,1535427454.68,"Amazing features, exactly what I needed. (Feedback #75)"
76,1535427451.02,"Broke after one week, very disappointed. (Feedback #76)"
77,4019793340.91,Battery life could be better but overall good. (Feedback #77)
78,1535427475.09,Perfect for beginners and experts alike. (Feedback #78)
79,1535427474.89,Perfect for beginners and experts alike. (Feedback #79)
80,1535427454.43,"Amazing features, exactly what I needed. (Feedback #80)"
81,1535427475.19,Perfect for beginners and experts alike. (Feedback #81)
82,4019793333.44,Battery life could be better but overall good. (Feedback #82)
83,4019793337.0,Battery life could be better but overall good. (Feedback #83)
84,1535427415.82,Too expensive for what you get. (Feedback #84)
85,2484370803.34,"Excellent value for money, will buy again. (Feedback #85)"
86,1535427453.3,"Amazing features, exactly what I needed. (Feedback #86)"
87,1535427416.0,Too expensive for what you get. (Feedback #87)
88,1535427496.29,"Poor customer service, would not recommend. (Feedback #88)"
89,2484370783.24,Shipping was slow but product is decent. (Feedback #89)
90,1535427498.15,"Poor customer service, would not recommend. (Feedback #90)"
91,2484370786.21,Shipping was slow but product is decent. (Feedback #91)
92,1535427471.49,Perfect for beginners and experts alike. (Feedback #92)
93,1535427454.85,"Amazing features, exactly what I needed. (Feedback #93)"
94,2484370787.14,Shipping was slow but product is decent. (Feedback #94)
95,1535427496.71,"Poor customer service, would not recommend. (Feedback #95)"
96,1535427473.59,Perfect for beginners and experts alike. (Feedback #96)
97,1535427451.5,"Broke after one week, very disappointed. (Feedback #97)"
98,1535427412.84,Too expensive for what you get. (Feedback #98)
99,2484370801.74,"Excellent value for money, will buy again. (Feedback #99)"
100,1535427492.82,Perfect for beginners and experts alike. (Feedback #100)
101,1535427521.43,"Poor customer service, would not recommend. (Feedback #101)"
102,2484370804.5,Shipping was slow but product is decent. (Feedback #102)
103,4019793315.28,User interface is intuitive and easy to use. (Feedback #103)
104,1535427423.17,Too expensive for what you get. (Feedback #104)
105,1535427419.38,Too expensive for what you get. (Feedback #105)
106,2484370867.21,Great product! Very satisfied with the quality. (Feedback #106)
107,1535427422.01,Too expensive for what you get. (Feedback #107)
108,1535427419.69,Too expensive for what you get. (Feedback #108)
109,4019793313.67,User interface is intuitive and easy to use. (Feedback #109)
110,4019793351.64,Battery life could be better but overall good. (Feedback #110)
111,1535427522.34,"Poor customer service, would not recommend. (Feedback #111)"
112,1535427518.33,"Poor customer service, would not recommend. (Feedback #112)"
113,4019793316.2,User interface is intuitive and easy to use. (Feedback #113)
114,4019793349.29,Battery life could be better but overall good. (Feedback #114)
115,1535427488.57,Perfect for beginners and experts alike. (Feedback #115)
116,1535427520.39,"Poor customer service, would not recommend. (Feedback #116)"
117,1535427522.53,"Poor customer service, would not recommend. (Feedback #117)"
118,1535427465.21,"Broke after one week, very disappointed. (Feedback #118)"
119,2484370805.37,Shipping was slow but product is decent. (Feedback #119)
120,2484370863.59,Great product! Very satisfied with the quality. (Feedback #120)
121,1535427418.88,Too expensive for what you get. (Feedback #121)
122,2484370802.38,"Excellent value for money, will buy again. (Feedback #122)"
123,4019793343.19,Battery life could be better but overall good. (Feedback #123)
124,1535427519.26,"Poor customer service, would not recommend. (Feedback #124)"
125,2484370799.48,Shipping was slow but product is decent. (Feedback #125)
126,2484370804.49,"Excellent value for money, will buy again. (Feedback #126)"
127,2484370806.66,"Excellent value for money, will buy again. (Feedback #127)"
128,1535427515.91,"Poor customer service, would not recommend. (Feedback #128)"
129,2484370799.68,Shipping was slow but product is decent. (Feedback #129)
130,1535427421.85,Too expensive for what you get. (Feedback #130)
131,1535427469.21,"Amazing features, exactly what I needed. (Feedback #131)"
132,2484370860.42,Great product! Very satisfied with the quality. (Feedback #132)
133,2484370802.21,Shipping was slow but product is decent. (Feedback #133)
134,1535427424.04,Too expensive for what you get. (Feedback #134)
135,1535427484.55,Perfect for beginners and experts alike. (Feedback #135)
136,1535427465.99,"Amazing features, exactly what I needed. (Feedback #136)"
137,2484370865.46,Great product! Very satisfied with the quality. (Feedback #137)
138,1535427461.19,"Broke after one week, very disappointed. (Feedback #138)"
139,1535427518.89,"Poor customer service, would not recommend. (Feedback #139)"
140,2484370807.91,Shipping was slow but product is decent. (Feedback #140)
141,1535427470.37,"Amazing features, exactly what I needed. (Feedback #141)"
142,4019793346.77,Battery life could be better but overall good. (Feedback #142)
143,1535427424.15,Too expensive for what you get. (Feedback #143)
144,1535427460.82,"Broke after one week, very disappointed. (Feedback #144)"
145,1535427463.44,"Amazing features, exactly what I needed. (Feedback #145)"
146,4019793317.11,User interface is intuitive and easy to use. (Feedback #146)
147,2484370809.76,Shipping was slow but product is decent. (Feedback #147)
148,1535427466.8,"Amazing features, exactly what I needed. (Feedback #148)"
149,2484370862.6,Great product! Very satisfied with the quality. (Feedback #149)
150,2484370805.22,Shipping was slow but product is decent. (Feedback #150)
151,1535427519.3,"Poor customer service, would not recommend. (Feedback #151)"
152,1535427416.68,Too expensive for what you get. (Feedback #152)
153,4019793313.46,User interface is intuitive and easy to use. (Feedback #153)
154,2484370801.63,Shipping was slow but product is decent. (Feedback #154)
155,2484370799.61,Shipping was slow but product is decent. (Feedback #155)
156,1535427486.89,Perfect for beginners and experts alike. (Feedback #156)
157,4019793349.62,Battery life could be better but overall good. (Feedback #157)
158,1535427486.55,Perfect for beginners and experts alike. (Feedback #158)
159,2484370806.36,"Excellent value for money, will buy again. (Feedback #159)"
160,1535427491.28,Perfect for beginners and experts alike. (Feedback #160)
161,4019793350.63,Battery life could be better but overall good. (Feedback #161)
162,2484370802.89,Shipping was slow but product is decent. (Feedback #162)
163,2484370808.11,"Excellent value for money, will buy again. (Feedback #163)"
164,1535427422.16,Too expensive for what you get. (Feedback #164)
165,1535427463.54,"Amazing features, exactly what I needed. (Feedback #165)"
166,2484370865.37,Great product! Very satisfied with the quality. (Feedback #166)
167,4019793350.97,Battery life could be better but overall good. (Feedback #167)
168,2484370805.68,Shipping was slow but product is decent. (Feedback #168)
169,2484370864.23,Great product! Very satisfied with the quality. (Feedback #169)
170,4019793317.26,User interface is intuitive and easy to use. (Feedback #170)
171,2484370871.43,Great product! Very satisfied with the quality. (Feedback #171)
172,1535427462.83,"Broke after one week, very disappointed. (Feedback #172)"
173,1535427521.92,"Poor customer service, would not recommend. (Feedback #173)"
174,2484370812.05,"Excellent value for money, will buy again. (Feedback #174)"
175,2484370805.47,Shipping was slow but product is decent. (Feedback #175)
176,4019793350.12,Battery life could be better but overall good. (Feedback #176)
177,4019793353.65,Battery life could be better but overall good. (Feedback #177)
178,1535427465.5,"Broke after one week, very disappointed. (Feedback #178)"
179,1535427520.3,"Poor customer service, would not recommend. (Feedback #179)"
180,1535427468.72,"Amazing features, exactly what I needed. (Feedback #180)"
181,4019793315.75,User interface is intuitive and easy to use. (Feedback #181)
182,4019793310.8,User interface is intuitive and easy to use. (Feedback #182)
183,2484370807.91,"Excellent value for money, will buy again. (Feedback #183)"
184,1535427421.96,Too expensive for what you get. (Feedback #184)
185,1535427458.78,"Broke after one week, very disappointed. (Feedback #185)"
186,1535427418.69,Too expensive for what you get. (Feedback #186)
187,1535427420.8,Too expensive for what you get. (Feedback #187)
188,2484370864.76,Great product! Very satisfied with the quality. (Feedback #188)
189,2484370802.17,Shipping was slow but product is decent. (Feedback #189)
190,1535427488.9,Perfect for beginners and experts alike. (Feedback #190)
191,1535427420.96,Too expensive for what you get. (Feedback #191)
192,1535427484.1,Perfect for beginners and experts alike. (Feedback #192)
193,2484370808.47,"Excellent value for money, will buy again. (Feedback #193)"
194,1535427458.54,"Broke after one week, very disappointed. (Feedback #194)"
195,1535427418.52,Too expensive for what you get. (Feedback #195)
196,4019793346.42,Battery life could be better but overall good. (Feedback #196)
197,2484370864.51,Great product! Very satisfied with the quality. (Feedback #197)
198,4019793313.01,User interface is intuitive and easy to use. (Feedback #198)
199,1535427456.89,"Broke after one week, very disappointed. (Feedback #199)"
200,1535427515.97,"Poor customer service, would not recommend. (Feedback #200)"
201,4019793348.48,Battery life could be better but overall good. (Feedback #201)
202,1535427512.81,"Poor customer service, would not recommend. (Feedback #202)"
203,1535427457.99,"Broke after one week, very disappointed. (Feedback #203)"
204,1535427463.24,"Amazing features, exactly what I needed. (Feedback #204)"
205,1535427483.67,Perfect for beginners and experts alike. (Feedback #205)
206,1535427465.1,"Amazing features, exactly what I needed. (Feedback #206)"
207,1535427517.01,"Poor customer service, would not recommend. (Feedback #207)"
208,1535427460.31,"Broke after one week, very disappointed. (Feedback #208)"
209,2484370803.16,"Excellent value for money, will buy again. (Feedback #209)"
210,1535427417.68,Too expensive for what you get. (Feedback #210)
211,1535427418.51,Too expensive for what you get. (Feedback #211)
212,2484370801.92,"Excellent value for money, will buy again. (Feedback #212)"
213,2484370805.68,"Excellent value for money, will buy again. (Feedback #213)"
214,2484370807.66,"Excellent value for money, will buy again. (Feedback #214)"
215,1535427515.17,"Poor customer service, would not recommend. (Feedback #215)"
216,1535427488.6,Perfect for beginners and experts alike. (Feedback #216)
217,1535427517.92,"Poor customer service, would not recommend. (Feedback #217)"
218,1535427416.38,Too expensive for what you get. (Feedback #218)
219,1535427458.37,"Broke after one week, very disappointed. (Feedback #219)"
220,2484370801.17,Shipping was slow but product is decent. (Feedback #220)
221,1535427486.37,Perfect for beginners and experts alike. (Feedback #221)
222,1535427457.86,"Amazing features, exactly what I needed. (Feedback #222)"
223,2484370796.71,Shipping was slow but product is decent. (Feedback #223)
224,2484370803.89,"Excellent value for money, will buy again. (Feedback #224)"
225,1535427452.73,"Broke after one week, very disappointed. (Feedback #225)"
226,1535427483.14,Perfect for beginners and experts alike. (Feedback #226)
227,1535427464.45,"Amazing features, exactly what I needed. (Feedback #227)"
228,2484370798.97,Shipping was slow but product is decent. (Feedback #228)
229,2484370795.77,Shipping was slow but product is decent. (Feedback #229)
230,2484370805.58,"Excellent value for money, will buy again. (Feedback #230)"
231,2484370804.25,Shipping was slow but product is decent. (Feedback #231)
232,2484370802.35,"Excellent value for money, will buy again. (Feedback #232)"
233,1535427515.9,"Poor customer service, would not recommend. (Feedback #233)"
234,1535427455.99,"Broke after one week, very disappointed. (Feedback #234)"
235,2484370804.02,"Excellent value for money, will buy again. (Feedback #235)"
236,1535427484.57,Perfect for beginners and experts alike. (Feedback #236)
237,2484370804.61,Shipping was slow but product is decent. (Feedback #237)
238,4019793310.58,User interface is intuitive and easy to use. (Feedback #238)
239,1535427514.28,"Poor customer service, would not recommend. (Feedback #239)"
240,2484370858.68,Great product! Very satisfied with the quality. (Feedback #240)
241,4019793349.5,Battery life could be better but overall good. (Feedback #241)
242,2484370854.92,Great product! Very satisfied with the quality. (Feedback #242)
243,2484370808.24,"Excellent value for money, will buy again. (Feedback #243)"
244,4019793315.18,User interface is intuitive and easy to use. (Feedback #244)
245,1535427455.31,"Broke after one week, very disappointed. (Feedback #245)"
246,2484370806.59,"Excellent value for money, will buy again. (Feedback #246)"
247,2484370805.85,Shipping was slow but product is decent. (Feedback #247)
248,1535427458.67,"Broke after one week, very disappointed. (Feedback #248)"
249,2484370856.2,Great product! Very satisfied with the quality. (Feedback #249)
250,2484370801.3,Shipping was slow but product is decent. (Feedback #250)
251,1535427464.18,"Amazing features, exactly what I needed. (Feedback #251)"
252,2484370796.32,Shipping was slow but product is decent. (Feedback #252)
253,4019793309.23,User interface is intuitive and easy to use. (Feedback #253)
254,4019793311.0,User interface is intuitive and easy to use. (Feedback #254)
255,2484370801.8,"Excellent value for money, will buy again. (Feedback #255)"
256,2484370802.24,"Excellent value for money, will buy again. (Feedback #256)"
257,1535427514.89,"Poor customer service, would not recommend. (Feedback #257)"
258,4019793308.43,User interface is intuitive and easy to use. (Feedback #258)
259,1535427457.44,"Amazing features, exactly what I needed. (Feedback #259)"
260,2484370803.97,Shipping was slow but product is decent. (Feedback #260)
261,1535427462.33,"Broke after one week, very disappointed. (Feedback #261)"
262,2484370856.56,Great product! Very satisfied with the quality. (Feedback #262)
263,1535427456.45,"Broke after one week, very disappointed. (Feedback #263)"
264,1535427457.24,"Broke after one week, very disappointed. (Feedback #264)"
265,4019793340.75,Battery life could be better but overall good. (Feedback #265)
266,1535427414.82,Too expensive for what you get. (Feedback #266)
267,1535427515.84,"Poor customer service, would not recommend. (Feedback #267)"
268,4019793309.04,User interface is intuitive and easy to use. (Feedback #268)
269,1535427513.39,"Poor customer service, would not recommend. (Feedback #269)"
270,4019793348.37,Battery life could be better but overall good. (Feedback #270)
271,2484370806.18,"Excellent value for money, will buy again. (Feedback #271)"
272,1535427485.87,Perfect for beginners and experts alike. (Feedback #272)
273,4019793344.84,Battery life could be better but overall good. (Feedback #273)
274,2484370807.83,"Excellent value for money, will buy again. (Feedback #274)"
275,1535427485.19,Perfect for beginners and experts alike. (Feedback #275)
276,2484370804.2,"Excellent value for money, will buy again. (Feedback #276)"
277,2484370865.28,Great product! Very satisfied with the quality. (Feedback #277)
278,2484370803.98,"Excellent value for money, will buy again. (Feedback #278)"
279,2484370804.1,"Excellent value for money, will buy again. (Feedback #279)"
280,4019793310.45,User interface is intuitive and easy to use. (Feedback #280)
281,1535427462.03,"Broke after one week, very disappointed. (Feedback #281)"
282,4019793340.6,Battery life could be better but overall good. (Feedback #282)
283,4019793341.89,Battery life could be better but overall good. (Feedback #283)
284,1535427456.94,"Broke after one week, very disappointed. (Feedback #284)"
285,2484370801.59,"Excellent value for money, will buy again. (Feedback #285)"
286,1535427458.81,"Broke after one week, very disappointed. (Feedback #286)"
287,2484370805.51,Shipping was slow but product is decent. (Feedback #287)
288,1535427414.4,Too expensive for what you get. (Feedback #288)
289,2484370798.26,Shipping was slow but product is decent. (Feedback #289)
290,1535427514.15,"Poor customer service, would not recommend. (Feedback #290)"
291,2484370804.57,"Excellent value for money, will buy again. (Feedback #291)"
292,2484370800.49,"Excellent value for money, will buy again. (Feedback #292)"
293,1535427514.36,"Poor customer service, would not recommend. (Feedback #293)"
294,4019793311.35,User interface is intuitive and easy to use. (Feedback #294)
295,1535427453.03,"Broke after one week, very disappointed. (Feedback #295)"
296,1535427513.04,"Poor customer service, would not recommend. (Feedback #296)"
297,4019793311.76,User interface is intuitive and easy to use. (Feedback #297)
298,4019793308.78,User interface is intuitive and easy to use. (Feedback #298)
299,1535427414.77,Too expensive for what you get. (Feedback #299)
300,2484370807.95,"Excellent value for money, will buy again. (Feedback #300)"
